id,name,required_age,is_free,developers,review_score,total_positive,total_negative,total_reviews,header_image,short_description,price,date,copies_sold
1197590,Waifu Uncovered,0,False,One-Hand-Free Studios,7,38,8,46,https://cdn.akamai.steamstatic.com/steam/apps/1197590/header.jpg?t=1613217667,Rescue your possible WAIFU from the space alien invasion. Simple EASY TO PLAY strip ecchi women up action game! Destroy the deep infected clothes to save the girls from the fatal virus!,3.99,2020-04-10,1380
1197670,Robin Hood: Country Heroes,0,False,Game On Production,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197670/header.jpg?t=1595333324,"Master archer Robin is at your disposal as you take on the Sheriff of Nottingham and his lackeys! You'll need a quick hand and an even quicker mind, but the reward of helping the downtrodden will make your mission worth every challenging step!",5.69,2019-11-27,35
1197700,Hermes: War of the Gods,0,False,Platinum Games,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197700/header.jpg?t=1595331945,"As an evil force rises to shatter Earth, you must stand firm or the world will fall! Answer the call of Zeus and begin the adventure today!",5.69,2019-12-04,35
1197710,Golden Rails: Tales of the Wild West,0,False,Yustas Game Studio,0,2,0,2,https://cdn.akamai.steamstatic.com/steam/apps/1197710/header.jpg?t=1611556046,Tame the Wild West as you build a railroad from coast to coast! All you have to do to earn your stars is think ahead and beat the clock! Download Golden Rails: Tales of the Wild West for free and make history as the king of the tracks!,5.69,2019-12-11,70
1197770,Lilly Knight and the Three Cities of Lust,0,False,HFTGames,6,93,27,120,https://cdn.akamai.steamstatic.com/steam/apps/1197770/header.jpg?t=1597425526,Follow Lilly as she frees the world of Elustra using her powerful sexual skills and insatiable lusty appetite. Explore beautiful environments and complete spectacular sexual challenges in an Epic Erotic Fantasy-Adventure like none you have experienced before.,12.49,2019-12-06,4200
1197820,Craftlands Workshoppe,0,False,Arvydas Žemaitis,6,35,10,45,https://cdn.akamai.steamstatic.com/steam/apps/1197820/header.jpg?t=1627308667,"From the out-there imagination behind the Shoppe Keep series comes a brand-new fantasy business adventure set in the clouds. Craftlands Workshoppe is hiring! But can you run your store, master three noble crafts and solve the former owner’s mysterious disappearance?",16.99,2020-10-13,1350
1197840,The incredible friends,0,False,Sun & Eyes,0,0,1,1,https://cdn.akamai.steamstatic.com/steam/apps/1197840/header.jpg?t=1575480334,The Incredible Friends - Crazy platformer shooter where players must destroy all the dead at unusual levels,1.59,2019-12-04,35
1197010,TAL: Wizard's Adventures,0,False,Snkl Studio,0,4,1,5,https://cdn.akamai.steamstatic.com/steam/apps/1197010/header.jpg?t=1581156662,"TAL: Wizard's Adventures – adventure about young wizard’s apprentice. With your help, Phineas has to go through burdens and trials for achievement one main goal. Our hero wants to gain true wizard attribute - the magic hat.",1.59,2019-12-11,175
1197020,Tale of the Gallant Jiraiya,0,False,Brave Rock Games,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197020/header.jpg?t=1580210305,"Redemption. Romance. Adventure. All heroes have beginnings, this is the story of the legendary hero Jiraiya, Young Thunder. Jiraiya was an orphan, he quickly turn to a life of crime to survive. He believed in justice, so he stole from the rich and gave to the poor. Witness Jiraiya's legend unfold!",8.99,2019-12-26,35
1197030,Mystic Pillars: A Story-Based Puzzle Game,0,False,Holy Cow Productions,7,32,2,34,https://cdn.akamai.steamstatic.com/steam/apps/1197030/header.jpg?t=1613653127,"Mystic Pillars is an original blend of intriguing puzzles and an immersive storyline set in Ancient India, providing you with a unique gameplay experience.",5.69,2020-03-04,1020
1197060,FUNGI,0,True,Nonline Studios,0,2,0,2,https://cdn.akamai.steamstatic.com/steam/apps/1197060/header.jpg?t=1596549662,"FUNGI is a strategic online multiplayer game. Grow from a single cell into a multicellular fungus by leeching mass from other players. With the right strategy even smaller fungi can be a threat, so watch out! Play classic Free For All or hold your own in the exciting Battle Royale.",0.0,2019-12-27,70
1197100,Red Mercenary,0,False,Nicolas Zurek,0,4,2,6,https://cdn.akamai.steamstatic.com/steam/apps/1197100/header.jpg?t=1615327676,"Red Mercenary is a rogue-lite action-platformer that features permanent death and procedurally generated levels. Explore and fight your way alone or with friends, up to 4 players online.",9.99,2020-02-10,180
1197110,Advancity,0,False,Tbjbu2,0,1,4,5,https://cdn.akamai.steamstatic.com/steam/apps/1197110/header.jpg?t=1587560447,"Run an empire in this simple and enjoyable city builder strategy management game. Build, research, train, battle, upgrade, expand, and sail, all while managing your citizens and resources. Advancity focuses on fun and progression.",12.49,2020-04-22,150
1197150,Em-A-Li,0,False,Yobob,0,5,1,6,https://cdn.akamai.steamstatic.com/steam/apps/1197150/header.jpg?t=1628789414,My name is Em-A-Li. How about we get to know each other?,1.59,2020-01-02,180
1197210,HentaiTeachers,0,False,GAO,0,3,1,4,https://cdn.akamai.steamstatic.com/steam/apps/1197210/header.jpg?t=1578733775,This game is a puzzle. You must use your wisdom to put the puzzle back to its original shape.,0.79,2020-01-11,120
1197230,Biba`s Adventures — Hardcore Platformer,0,False,Volrest,0,8,1,9,https://cdn.akamai.steamstatic.com/steam/apps/1197230/header.jpg?t=1623932860,"Only at first glance it may seem that this is a nice, easy and relaxing game, in fact - danger awaits at every turn! Only the most attentive and agile can get to the finish line, leaving Biba`s alive. And the competitive mode will not let anyone get bored.",2.39,2020-01-30,270
1197340,Dead territory,0,False,Kedexa,0,0,1,1,https://cdn.akamai.steamstatic.com/steam/apps/1197340/header.jpg?t=1576649030,"After the nuclear disaster, all living things took on a new form. Your mission: to clear the territory of the undead.",3.99,2019-12-17,35
1197350,Santa's Big Sack,0,False,Great Idea Games,7,11,0,11,https://cdn.akamai.steamstatic.com/steam/apps/1197350/header.jpg?t=1608180667,"Are you a simp for Santa? Seduce iconic holiday heroes and battle Krampus in an outrageous Christmas adventure like no other. Naughty or nice, the choice is yours!",3.99,2019-12-20,385
1197360,The Santa Challenge,0,False,CCS,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197360/header.jpg?t=1586509404,Join Santa on his tour to check that Christmas is well prepared ! Complete 30 HD jigsaw puzzles about Winter / Christmas and Festivities.,2.39,2019-12-22,35
1197370,Suite 776,0,False,Stanislaw Truchowski,8,228,22,250,https://cdn.akamai.steamstatic.com/steam/apps/1197370/header.jpg?t=1603044786,A pure terror with a twisted backstory; jumping straight into the horrors surrounding Suite 776.,3.29,2019-12-06,8750
1197380,Flashover MegaSector,0,False,Happy Frog Games,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197380/header.jpg?t=1584485262,Destroy the Hapsy Crew in this shoot 'em up featuring vector graphics!,0.79,2019-12-07,35
1197390,Robot Island,0,False,New Beings,7,19,0,19,https://cdn.akamai.steamstatic.com/steam/apps/1197390/header.jpg?t=1593625490,"Play as a robot flight attendant in this 20-30 minute visual novella with 3D exploration. Explore the ship, talk to plants, clean up, and most importantly: empathize with the captain as he tries to figure out some personal stuff during your lonely journey. Oh, and make sure you get his coffee right!",2.39,2020-06-16,570
1197500,Groove Runner,0,False,Milgamsoft,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1197500/header.jpg?t=1581012487,Groove runner is a rhythm running game where the character takes action based on the timing of the notes appearing on the screen. Users can search for their favorite music and enjoy the game.,3.99,2019-12-09,35
1196750,Hentai Match Fantasy Stories,0,False,Ero Team Triangle,0,4,3,7,https://cdn.akamai.steamstatic.com/steam/apps/1196750/header.jpg?t=1593470279,Hentai Match Fantasy Stories tells the story of a guy who is transported to a fantasy world where he meets women ready to fulfill their most pleasurable desires.,4.39,2019-12-18,245
1196800,TaniNani,0,False,WhyKev,7,14,0,14,https://cdn.akamai.steamstatic.com/steam/apps/1196800/header.jpg?t=1618295549,Explore a unique puzzle experience in your own pace. TaniNani is a puzzle game where you move parts of the level around to help the characters find the crystal and each other.,3.99,2020-01-23,420
1196890,Puzzle Tower,0,False,CRGames,7,9,1,10,https://cdn.akamai.steamstatic.com/steam/apps/1196890/header.jpg?t=1605296597,"A colossal tower that stores away the world's most powerful weapon lies in front of you. Each floor is full of unique puzzles, traps, and monsters. Can you reach the top?",1.59,2020-01-13,300
1196940,Particulate,0,False,Mike Turitzin,0,5,0,5,https://cdn.akamai.steamstatic.com/steam/apps/1196940/header.jpg?t=1576794624,PARTICULATE is a VR particle physics sandbox and a creative tool. Create and save beautiful scenes by placing and recording the motions of a variety of tools. Control millions of particles using a highly-optimized custom engine.,8.19,2019-12-16,175
1196970,Vile Matter,0,False,Decoy Software,0,3,0,3,https://cdn.akamai.steamstatic.com/steam/apps/1196970/header.jpg?t=1578978003,"Trapped in a deteriorating world of mystery, navigate a series of challenges &amp; deadly puzzles in pursuit of a mysterious figure that's always one step ahead. Can you outwit this prison of shadows and survive long enough to find an answer to the madness? Or, will you fail and be consumed by the darkness?",2.39,2020-01-13,90
1196260,Draft Day Sports: Pro Basketball 2020,0,False,Wolverine Studios,0,2,4,6,https://cdn.akamai.steamstatic.com/steam/apps/1196260/header.jpg?t=1575035772,"Draft Day Sports: Pro Basketball 2020 puts you in the role of general manager of your favorite professional basketball team. Every decision can be made by you from drafting, trading, signing free agents all the way to making each substitution to lead your team to championship glory and becoming a dynasty.",16.79,2019-11-29,210
1196280,Pussy Puzzle,0,False,SpielmannSpiel,0,3,0,3,https://cdn.akamai.steamstatic.com/steam/apps/1196280/header.jpg?t=1622064240,23+ beautiful hand drawn 🎨🖼️ pussys 🐈 from JujiBla put together in a relaxing puzzle 🧩 experience. BONUS: 24 larger than Full-HD wallpapers to unlock 💝,3.99,2020-06-09,90
1196350,ATROFIL: THE KEY,0,False,MiL_Puzzle,0,0,1,1,https://cdn.akamai.steamstatic.com/steam/apps/1196350/header.jpg?t=1614816503,Post-apocalyptic survival thriller,2.39,2019-12-16,35
1196380,Automaton,0,False,Cicle Interactive,0,1,2,3,https://cdn.akamai.steamstatic.com/steam/apps/1196380/header.jpg?t=1597336020,"Lonely, a one-wheel worker robot begins a journey into the unknown.",4.99,2020-08-03,90
1196390,Fairy Godmother Stories: Cinderella Collector's Edition,0,False,Domini Games,0,5,0,5,https://cdn.akamai.steamstatic.com/steam/apps/1196390/header.jpg?t=1574443837,Can you prove your innocence after a string of magical burglaries?,8.19,2019-11-22,175
1196400,Mystery Case Files: Black Crown Collector's Edition,0,False,Eipix Entertainment,7,20,5,25,https://cdn.akamai.steamstatic.com/steam/apps/1196400/header.jpg?t=1574876975,A visit to Manchester Asylum takes a dangerous turn into madness!,8.19,2019-11-27,875
1196440,Potion Party,0,False,RPGames,7,12,0,12,https://cdn.akamai.steamstatic.com/steam/apps/1196440/header.jpg?t=1628796700,"Potion Party is a funny couch co-op alchemy game for one to four players. Working as a team, you and your friends must manage your own alchemy shop. Earn money, upgrade your tools, decorate the shop and become a master alchemist!",9.99,2021-04-08,360
1196450,Stop Sign VR Tools,0,False,Reality Inside Ltd.,7,23,3,26,https://cdn.akamai.steamstatic.com/steam/apps/1196450/header.jpg?t=1625146654,A set of tools that run in VR while you play a game: Cam Circle shows the real world in a circle in front of you. Activate it by double tapping the headset or by pressing both grip buttons. Boundary++ is a warning system showing your walls and ceiling. Boxes warn you for impacts with real objects.,4.99,2019-12-17,910
1196500,Party Arena: Board Game Battler,0,False,Funture Games,7,16,4,20,https://cdn.akamai.steamstatic.com/steam/apps/1196500/header.jpg?t=1597879906,2-4 Players Online or Local Play. Turn Based Strategy Board Game + Action Mini Games. Use items to max effect as you move around the board and combo to victory. Fast games (20 minutes total)! Fun for any evening or night with friends!,3.99,2020-07-07,600
1196520,The Secret of Hutton Grammar School,0,False,Tom Simpson,0,4,2,6,https://cdn.akamai.steamstatic.com/steam/apps/1196520/header.jpg?t=1578743478,Uncover the secrets of a mysterious cult in The Secret of Hutton Church of England Grammar School: VGA Edition!,0.79,2019-12-10,210
1196550,Days Gone By,0,False,Fineam Neo Studio,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1196550/header.jpg?t=1618044738,Standard Platform Game developed following a tile to tile mindset with the Godot Engine.,1.59,2019-12-09,35
1196570,Suzunaan on Fire,0,False,The Creator Workgroup,0,2,1,3,https://cdn.akamai.steamstatic.com/steam/apps/1196570/header.jpg?t=1577796247,"Suzunaan on Fire is the first Touhou doujin game produced by Creator Team from SakuraGaming. Players will roleplay Kosuzu Motoori and figure out the way to escape from fire. If you like puzzle games and also like Touhou, welcome to play our first game.",1.59,2019-12-31,105
1196580,The Pale City,0,False,Kyle Muntz,0,6,0,6,https://cdn.akamai.steamstatic.com/steam/apps/1196580/header.jpg?t=1585415778,"The Pale City is a story-driven, dark fantasy RPG with an emphasis on characterization and atmosphere. Explore a dangerous, morally complex world where every detail is personal.",6.59,2020-03-19,180
1196630,Nexomon: Extinction,0,False,VEWO Interactive Inc.,8,627,71,698,https://cdn.akamai.steamstatic.com/steam/apps/1196630/header.jpg?t=1604592675,"Nexomon: Extinction is a return to classic monster catching games, with a brand new story, eccentric characters and over 300 unique Nexomon to trap, tame and evolve.",19.99,2020-08-28,20940
1196690,OctaFight,0,False,Pixel Almost Perfect,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1196690/header.jpg?t=1603788411,"OctaFight is an explosive combat game. A tribute to good old couch multiplayer titles, offering intense and devastating versus matches. Move, jump, shield, throw and trigger your bomb on time to be the last in one piece!",4.99,2020-04-07,30
1195910,Dead Dreams,0,False,Aiaz Marx,7,21,1,22,https://cdn.akamai.steamstatic.com/steam/apps/1195910/header.jpg?t=1608807414,&quot;DEAD DREAMS&quot; is a 2D psychological horror game focused on puzzle-solving and atmosphere with a complex non-linear story in which every element has a meaning...,6.99,2020-02-06,660
1195920,Solar Panic: Utter Distress,0,False,Barracuda Disaster,7,12,3,15,https://cdn.akamai.steamstatic.com/steam/apps/1195920/header.jpg?t=1584973738,Solar Panic is a first-person comedy adventure game. Follow a true story that we made up and explore exotic places filled with funny and/or stupid encounters. Wield top-notch gadgets and meet weird and socially awkward characters as you stumble upon a SERIOUS mystery.,14.99,2020-01-28,450
1195980,Noble Woman's Pastries,0,False,Aphrodite,0,1,0,1,https://cdn.akamai.steamstatic.com/steam/apps/1195980/header.jpg?t=1576728856,"Rubine's sole talent was to bake pastries. Three distinct, path-dependent endings! A life journey filled with seduction and sex.",5.69,2019-12-04,35
1196080,Space Simulation Toolkit,0,False,Pavel Kudinov,7,33,4,37,https://cdn.akamai.steamstatic.com/steam/apps/1196080/header.jpg?t=1616530767,"Physics sandbox game that uses a graphics card as a supercomputer. Change the laws of physics, design mechanisms, create A-Life worlds and inhabit them with living beings, experiment with evolution and AI.",12.49,2020-06-05,1110
1196130,Top Run,0,False,Katata Games,0,3,0,3,https://cdn.akamai.steamstatic.com/steam/apps/1196130/header.jpg?t=1592293845,"Top Run is endless runner with platformer elements. It has everything we love: neon, pixel art, a bit of outrun, tiny piece of synthwave, scanlines, VHS effects.",3.99,2020-02-10,90
1196160,British Gangsters,0,False,Blackpixel Studio,0,1,2,3,https://cdn.akamai.steamstatic.com/steam/apps/1196160/header.jpg?t=1576590727,"Dive into the timeless England of the 60's and set off in pursuit of the dreaded Doctor Wong! Shooting, intrigue, fantasy in a breathtaking comics world!",2.39,2019-12-17,105
1196170,Gang District,0,False,MasterdniM,0,4,0,4,https://cdn.akamai.steamstatic.com/steam/apps/1196170/header.jpg?t=1609177654,Gang District is a local multiplayer shooter party game with a share screen mechanism. Pick up a weapon and start blasting and kick some tail!,8.19,2019-12-05,140
1196190,KUMO The Little Robot,0,False,YukiOstudio,0,1,1,2,https://cdn.akamai.steamstatic.com/steam/apps/1196190/header.jpg?t=1575275518,Help KUMO get out of the tower Go through more than 100 levels in this game requiring reflexes and skill,0.79,2019-12-02,70
1195530,The Tawashi,0,False,MUTOYS,0,9,0,9,https://cdn.akamai.steamstatic.com/steam/apps/1195530/header.jpg?t=1606291684,A vertical scrolling shooter with a nostalgic twist! Evade and shoot on end!,8.19,2020-01-21,270
1195550,Gamedev simulator,0,False,High and Wide,0,0,2,2,https://cdn.akamai.steamstatic.com/steam/apps/1195550/header.jpg?t=1575477177,"Feel like a game developer! Start alone and take small steps, grow out of a small indie studio, a big company!",1.59,2019-12-04,70
1195560,Alek - The Lost Kingdom,0,False,Jessy Lemieux,8,77,18,95,https://cdn.akamai.steamstatic.com/steam/apps/1195560/header.jpg?t=1622999237,"Alek, the young man who will change Zarabon's World forever. In this adventure, you must rebuild the world of Zarabon in your image. Build villages and manage your production lines with the help of your villagers.",16.79,2021-03-26,2850
1195570,Dark Invasion VR,0,False,Vadim Silver,0,2,0,2,https://cdn.akamai.steamstatic.com/steam/apps/1195570/header.jpg?t=1628599170,"In 1985, a peaceful life of a quiet industrial town have turned into a pure nightmare. Police started to receive phone calls about aggressive creatures attacking citizens.",8.19,2019-12-12,70
1195620,Ocean Drive Challenge Remastered,0,False,Hyo Software,0,2,0,2,https://cdn.akamai.steamstatic.com/steam/apps/1195620/header.jpg?t=1577439362,Classic retro arcade racing game in a flashy 80's look.,4.99,2019-12-27,70
